happiness_id,country_id,year_id,Happiness_Score,Life_Satisfaction,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption_Perception,Public_Trust,Mental_Health_Index,Work_Life_Balance,Climate_Index
269,20,2005,6.73,6.4,0.54,68.49,0.68,0.26,0.83,0.84,55.71,7.21,52.63
270,6,2009,7.47,4.91,0.14,54.3,0.85,0.09,0.68,0.44,56.55,5.38,40.31
271,19,2010,6.78,5.96,0.54,68.9,0.22,0.13,0.91,0.25,88.66,7.42,44.85
272,3,2007,4.66,5.35,0.15,71.39,0.75,0.42,0.14,0.07,93.19,8.95,39.43
273,3,2019,6.72,4.25,0.55,84.92,0.88,0.25,0.18,0.43,80.74,6.67,58.53
274,5,2009,3.76,7.82,0.65,84.13,0.17,0.15,0.25,0.6,65.89,6.9,41.92
275,7,2018,3.65,5.46,0.39,83.82,0.35,-0.11,0.24,0.8,85.87,5.24,58.24
276,20,2022,4.73,8.73,0.5,62.19,0.97,-0.19,0.31,0.05,96.24,3.06,89.58
277,20,2020,7.04,8.44,0.88,84.69,0.78,-0.11,0.58,0.42,49.97,8.72,75.82
278,7,2010,4.23,7.58,0.11,65.94,0.28,0.47,0.03,0.98,91.7,7.63,76.39
279,8,2018,3.32,5.63,0.79,79.81,0.56,0.33,0.38,0.12,90.93,7.17,86.83
280,5,2012,3.66,5.4,0.17,57.57,0.4,0.48,0.25,0.4,61.99,3.18,32.88
281,8,2011,7.29,6.38,0.04,67.7,0.49,-0.18,0.61,0.28,57.51,7.55,85.62
282,8,2012,6.17,5.77,0.19,83.81,0.36,0.28,0.99,0.13,73.92,7.02,43.74
283,8,2017,4.27,8.51,0.77,83.15,0.28,-0.17,0.52,0.84,56.34,6.41,54.21
284,7,2010,5.78,4.62,0.41,73.93,0.67,0.35,0.43,0.7,48.72,6.74,51.56
285,8,2022,5.64,7.62,0.87,77.92,0.78,0.07,0.37,0.41,97.18,8.51,37.4
286,3,2006,6.28,7.05,0.52,56.17,0.87,-0.13,0.78,0.37,69.48,3.04,42.16
287,4,2012,4.17,8.03,0.02,75.26,0.16,0.2,0.07,0.83,68.34,3.94,96.94
288,6,2015,7.32,6.71,0.72,71.63,0.82,-0.0,0.96,0.09,47.57,8.37,72.02
289,20,2005,4.55,7.15,0.11,53.2,0.25,0.26,0.42,0.15,70.25,3.05,63.18
290,20,2010,6.47,8.81,0.79,53.96,0.43,0.26,0.31,0.91,84.57,8.42,83.05
291,6,2020,3.08,4.46,0.17,53.8,0.9,0.29,0.97,0.82,54.88,3.18,86.96
292,7,2024,4.86,4.52,0.35,75.35,0.45,0.49,0.94,0.77,62.13,7.68,37.72
293,19,2016,4.76,5.97,0.76,54.96,0.2,0.07,0.64,0.62,50.73,8.35,81.86
294,7,2015,5.72,6.36,0.95,66.37,0.16,0.13,0.02,0.29,61.3,6.68,95.27
295,20,2014,3.36,5.0,0.37,62.49,0.47,0.36,0.75,0.93,91.68,6.85,70.98
296,20,2007,6.95,4.41,0.83,69.27,0.76,0.2,0.34,0.49,54.22,3.3,72.99
297,6,2017,4.09,4.11,0.19,74.73,1.0,-0.17,0.39,0.28,41.77,4.27,90.93
298,8,2007,6.39,7.82,0.81,73.97,0.79,0.39,0.16,0.37,72.17,8.4,77.56
299,7,2019,7.02,6.43,0.66,68.04,0.88,-0.16,0.52,0.02,74.77,7.94,99.67
300,1,2020,5.81,8.22,0.19,66.25,0.75,-0.08,0.74,0.26,59.73,3.36,49.79
301,6,2017,6.7,5.8,0.3,63.92,0.9,-0.13,0.27,0.19,78.49,7.88,89.18
302,3,2021,6.31,7.52,0.13,80.17,0.08,-0.15,0.94,0.14,42.27,5.54,72.87
303,20,2007,4.78,6.44,0.38,61.58,0.93,-0.18,0.19,0.03,60.43,6.36,55.6
304,6,2024,7.04,7.06,0.2,59.08,0.4,-0.16,0.07,0.23,48.67,3.65,91.81
305,7,2015,4.47,5.85,0.64,76.02,0.92,0.11,0.64,0.1,53.79,5.39,99.74
306,20,2023,5.86,4.41,0.99,62.59,0.08,-0.02,0.85,0.05,62.95,5.61,34.05
307,19,2015,6.73,8.74,0.01,79.64,0.72,-0.11,0.95,0.14,69.6,7.02,94.79
308,6,2020,4.89,8.18,0.54,61.48,0.74,0.26,0.77,0.2,45.59,6.95,44.22
309,5,2007,4.51,5.56,0.57,74.57,1.0,-0.04,0.2,0.42,46.08,6.29,44.36
310,20,2010,5.3,8.79,0.91,51.58,0.77,-0.19,0.98,0.58,80.44,3.19,32.92
311,7,2018,7.09,5.5,0.51,63.49,0.38,0.09,0.92,0.32,64.25,3.97,94.55
312,4,2022,7.65,6.21,0.54,62.01,0.56,0.02,0.16,0.14,50.59,3.96,83.16
313,1,2021,5.73,7.78,0.47,78.58,0.37,0.02,0.56,0.94,54.1,8.33,33.74
314,16,2008,6.31,5.55,0.27,83.85,0.2,0.11,0.56,0.51,83.2,8.41,74.35
315,8,2019,7.52,5.62,0.06,66.13,0.25,0.27,0.44,0.74,43.11,7.84,38.41
316,16,2015,3.49,6.05,0.41,78.87,0.22,0.23,0.98,0.69,70.52,4.05,82.6
317,7,2007,4.16,6.34,0.05,74.49,0.55,0.46,0.06,0.28,61.62,8.04,58.63
318,3,2007,6.54,4.62,0.55,83.86,0.91,0.16,0.63,0.56,88.67,4.13,33.62
319,3,2020,7.12,4.09,0.31,78.39,0.91,0.13,0.21,0.6,87.41,6.33,88.06
320,4,2009,7.29,8.6,0.53,52.71,0.05,-0.05,0.53,0.35,81.35,7.4,70.07
321,8,2014,5.08,5.77,0.13,74.96,0.08,0.33,0.78,0.67,63.09,3.31,84.1
322,5,2023,3.45,4.51,0.93,68.74,0.25,-0.1,0.25,0.79,77.87,6.59,77.22
323,4,2008,5.19,7.8,0.89,50.58,0.26,0.14,0.39,0.36,78.39,4.51,60.41
324,16,2023,4.15,5.48,0.19,58.8,0.09,0.09,0.95,0.01,59.93,5.99,78.91
325,4,2015,4.46,4.91,0.34,82.26,0.39,0.26,0.76,0.35,92.8,5.3,31.03
326,16,2006,6.86,8.81,0.61,82.41,0.59,0.44,0.57,0.12,99.09,7.12,53.78
327,20,2014,3.38,8.6,0.1,77.96,0.58,0.46,0.22,0.16,58.87,5.94,84.45
328,3,2015,7.14,4.53,0.35,84.36,0.54,-0.08,0.43,0.37,88.07,4.81,83.41
329,20,2024,5.14,8.5,0.25,78.23,0.34,-0.02,0.77,0.21,70.05,8.46,92.12
330,1,2020,5.98,8.45,0.92,50.36,0.71,0.37,0.82,0.93,67.82,8.75,72.77
331,8,2023,3.45,7.17,0.85,60.07,0.83,0.16,0.24,0.65,63.19,7.81,95.95
332,5,2015,4.69,6.65,0.58,51.07,0.35,0.12,0.66,0.52,57.52,6.48,69.04
333,16,2018,3.45,5.09,0.52,53.29,0.09,0.3,0.1,0.01,95.17,8.31,65.03
334,5,2006,7.81,4.61,0.93,57.66,0.3,0.22,0.02,0.1,84.45,6.61,43.81
335,16,2009,7.04,7.03,0.93,67.62,0.14,0.48,0.55,0.79,66.44,3.89,84.52
336,7,2009,5.3,8.11,0.97,79.66,0.47,0.21,0.22,0.39,85.09,3.1,78.44
337,4,2023,4.12,7.44,0.13,80.17,0.16,0.13,0.08,0.05,83.12,7.36,62.25
338,1,2016,7.67,4.9,0.16,71.57,0.46,0.18,0.73,0.83,56.04,7.51,36.1
339,3,2022,4.72,5.45,0.68,82.49,0.22,0.37,0.5,0.3,50.57,8.55,38.8
340,16,2008,3.8,6.73,0.54,67.5,0.74,0.23,0.8,0.39,90.18,7.95,38.01
341,5,2021,5.82,7.12,0.02,81.12,0.03,0.25,0.66,0.97,88.68,6.84,56.29
342,1,2014,7.72,4.36,0.06,65.89,0.55,0.48,0.73,0.02,99.81,4.14,41.13
343,19,2024,3.02,7.07,0.89,59.7,0.17,0.23,0.31,0.72,41.16,6.56,90.26
344,19,2010,4.19,7.68,0.87,82.07,0.0,0.07,0.26,0.95,72.42,5.61,92.95
345,20,2018,7.69,4.91,0.36,63.58,0.87,0.28,0.6,0.06,82.08,4.39,89.97
346,3,2015,3.86,5.23,0.89,67.62,0.67,0.26,0.2,0.87,74.95,7.79,72.62
347,7,2015,3.57,5.29,0.59,61.51,0.1,-0.19,0.82,0.42,82.63,3.9,71.74
348,5,2022,5.85,8.7,0.81,73.2,0.66,0.13,0.52,0.88,48.24,6.78,92.36
349,4,2022,7.31,6.04,0.43,84.83,0.61,0.32,0.23,0.31,40.09,6.66,58.44
350,4,2015,5.39,6.65,0.11,50.89,0.47,0.15,0.63,0.98,45.58,4.82,34.36
351,5,2016,7.97,7.62,0.43,81.49,0.42,0.35,0.95,0.65,62.8,5.58,62.93
352,8,2009,6.4,5.86,0.46,50.14,0.89,0.12,0.08,0.63,59.74,3.7,68.76
353,7,2013,3.37,4.53,0.55,62.75,0.25,0.49,0.11,0.81,92.44,3.15,68.46
354,1,2013,7.96,7.27,0.11,55.9,0.4,0.01,0.84,0.44,45.01,3.08,41.13
355,16,2014,5.04,7.34,0.99,76.51,0.33,-0.14,0.11,0.26,66.56,4.05,84.84
356,8,2023,4.44,5.3,0.24,51.77,0.77,0.1,0.04,0.26,97.47,8.2,81.24
357,16,2005,5.79,4.18,0.2,69.37,0.92,0.18,0.35,0.33,70.17,6.14,46.09
358,16,2011,4.52,7.33,0.53,60.32,0.85,0.04,0.47,0.62,47.94,3.7,68.59
359,8,2008,3.43,7.52,0.54,54.68,0.8,-0.03,0.57,0.84,57.48,8.43,85.32
360,20,2005,3.01,4.13,0.44,77.01,0.99,0.27,0.51,0.5,77.61,6.41,30.54
361,19,2019,5.25,7.47,0.77,57.61,0.7,0.06,0.91,0.4,40.72,3.17,49.26
362,16,2012,7.18,8.69,0.52,57.83,0.75,0.24,0.77,0.79,98.09,7.58,63.04
363,8,2016,5.86,4.89,0.61,59.63,0.98,0.35,0.98,0.29,74.02,5.84,89.15
364,8,2022,8.0,6.61,0.72,70.54,0.01,0.33,0.48,0.69,82.25,6.2,85.93
365,6,2019,4.43,7.48,0.03,73.09,0.63,0.06,0.08,0.11,69.94,6.68,40.57
366,20,2021,4.4,5.15,0.57,50.62,0.74,0.2,0.96,0.11,97.48,3.57,62.39
367,3,2018,3.8,7.76,0.88,58.47,0.92,0.11,0.0,0.64,75.35,8.69,51.32
368,6,2018,3.82,8.34,0.02,65.08,0.88,0.41,0.78,0.08,79.72,4.53,58.1
369,6,2022,4.43,8.07,0.41,61.62,0.84,0.42,0.03,0.16,91.65,6.73,67.84
370,5,2024,6.96,5.29,0.93,80.95,0.95,0.04,0.76,0.62,91.69,8.13,64.95
371,19,2022,7.53,8.02,0.35,77.57,0.54,-0.14,0.94,0.44,41.69,4.99,39.91
372,8,2020,7.88,6.07,0.46,71.91,0.01,-0.08,0.39,0.56,57.0,6.77,38.52
373,19,2005,4.16,5.33,0.98,61.83,0.01,0.06,0.24,0.98,54.78,8.93,39.12
374,7,2015,7.41,4.84,0.2,74.52,0.54,0.19,0.23,0.63,40.4,8.11,88.89
375,5,2019,4.64,8.54,0.07,79.53,0.44,0.26,0.49,0.59,92.61,7.68,31.4
376,3,2016,3.56,6.13,0.86,70.82,0.45,0.03,0.17,0.38,59.03,5.64,44.17
377,19,2012,7.35,8.33,0.87,77.46,0.4,0.27,0.67,0.63,60.82,5.71,96.91
378,4,2024,6.18,4.8,0.47,76.22,0.92,0.46,0.37,0.01,45.98,5.91,34.62
379,16,2010,3.82,7.83,0.51,70.01,0.36,0.26,0.32,0.56,99.38,7.14,32.54
380,7,2007,5.15,4.55,0.84,60.93,0.86,-0.09,0.46,0.07,89.58,3.87,57.11
381,20,2017,4.44,4.09,0.74,76.1,0.9,0.21,0.54,0.22,74.31,8.17,40.58
382,3,2017,6.68,8.98,0.27,57.24,0.5,0.18,0.14,0.56,86.32,3.11,69.6
383,7,2006,5.27,4.37,0.02,77.28,0.45,0.41,0.71,0.67,86.63,4.02,53.7
384,16,2009,7.95,6.31,0.48,78.16,0.76,0.05,0.88,0.38,79.4,5.89,44.63
385,5,2021,3.27,8.39,0.86,78.78,0.71,0.1,0.28,0.42,50.44,4.51,99.9
386,16,2010,4.78,8.1,0.9,66.55,0.33,0.22,0.18,0.5,83.22,5.19,53.88
387,6,2006,5.41,6.36,0.96,56.74,0.1,0.17,0.76,0.76,74.18,5.0,74.87
388,16,2008,5.52,7.05,0.88,53.49,0.26,0.3,0.18,0.02,83.44,4.61,91.19
389,6,2015,4.58,7.15,0.58,76.02,0.13,-0.17,0.04,0.45,72.61,5.28,94.57
390,5,2012,6.65,4.55,0.44,81.02,0.29,0.19,0.62,0.01,97.38,6.03,58.71
391,1,2016,7.37,5.42,0.77,72.78,0.26,-0.11,0.24,0.32,77.62,5.86,98.33
392,6,2012,7.69,5.5,0.74,55.05,0.64,0.02,0.17,0.52,74.42,7.87,80.72
393,20,2015,7.03,5.89,0.54,82.72,0.95,0.26,0.98,0.08,90.57,4.85,70.83
394,16,2024,7.25,5.37,0.09,84.62,0.69,-0.09,0.29,0.49,62.75,4.69,78.53
395,16,2012,5.75,5.26,0.93,65.17,0.93,0.02,0.9,0.92,58.95,6.03,55.21
396,20,2012,7.13,5.77,0.46,70.82,0.78,0.29,0.18,0.69,70.19,3.29,59.71
397,4,2021,4.52,5.9,0.36,77.2,0.73,0.26,0.82,0.78,75.07,3.67,71.04
398,8,2024,4.99,6.44,0.63,75.77,0.41,-0.14,0.5,0.58,53.23,7.82,52.88
399,1,2024,4.58,4.87,0.67,83.87,0.32,0.2,0.08,0.9,80.94,5.96,83.82
400,3,2020,5.34,7.94,0.21,54.02,0.85,-0.1,0.73,0.15,88.14,3.4,47.58
401,6,2018,4.43,8.3,0.84,70.33,0.91,-0.02,0.89,0.45,74.64,5.64,85.78
402,20,2015,7.81,5.24,0.29,74.22,0.45,0.12,0.16,0.6,71.38,5.39,40.65
403,5,2011,4.56,4.62,0.19,81.15,0.01,-0.12,0.73,0.87,57.68,4.48,45.22
404,6,2020,3.49,7.61,0.41,80.59,0.79,0.5,0.45,0.31,94.57,5.23,82.72
405,8,2017,5.63,8.62,0.73,84.23,0.29,-0.08,0.75,0.0,85.27,4.13,48.42
406,5,2019,3.29,4.18,0.97,67.92,0.01,0.35,0.71,0.97,68.82,5.69,85.68
407,7,2020,3.55,4.07,0.81,79.08,0.8,0.38,0.03,0.03,79.55,5.45,84.87
408,16,2013,4.1,4.92,0.94,64.95,0.52,0.5,0.18,0.15,60.21,6.65,48.01
409,7,2007,5.32,7.42,0.14,64.78,0.69,0.1,0.47,0.42,43.59,8.65,35.12
410,6,2023,5.17,8.82,0.07,58.87,0.91,0.41,0.93,0.5,52.24,4.11,41.65
411,8,2024,7.0,7.75,0.56,78.64,0.54,0.47,0.34,0.83,44.77,5.5,82.68
412,1,2009,6.7,6.87,0.29,84.5,0.5,-0.08,0.63,0.45,70.49,6.37,89.29
413,6,2014,5.13,7.5,0.83,58.97,0.29,0.14,0.01,0.55,77.32,6.28,56.81
414,20,2021,4.67,5.15,0.67,51.96,0.31,-0.16,0.71,0.2,62.83,6.97,41.5
415,19,2019,4.58,7.44,0.97,78.54,0.8,0.23,0.6,0.57,71.81,4.61,35.28
416,6,2012,6.87,5.61,0.25,71.71,0.45,0.21,0.72,0.35,45.13,6.81,45.11
417,16,2019,3.26,5.11,0.49,83.59,0.16,-0.06,0.9,0.1,86.2,4.21,98.58
418,16,2018,3.06,5.18,0.5,58.83,0.09,0.36,0.15,0.95,41.97,3.75,41.92
419,6,2024,6.98,7.34,0.24,52.49,0.47,-0.17,0.26,0.08,78.07,7.99,36.03
420,5,2011,5.39,7.84,0.59,67.24,0.46,0.36,1.0,0.68,66.0,5.84,84.98
421,19,2016,3.65,6.91,0.44,52.99,0.65,-0.18,0.16,0.91,51.03,5.38,73.08
422,20,2021,4.18,4.32,0.45,59.16,0.47,0.26,0.72,0.18,71.38,8.57,67.44
423,6,2021,7.66,4.19,0.36,54.41,0.14,-0.14,0.73,0.24,86.86,7.26,61.35
424,5,2014,7.3,5.09,0.02,57.84,0.51,-0.02,0.68,0.43,64.81,7.06,79.13
425,16,2023,6.55,5.43,0.52,53.72,0.91,0.31,0.23,0.29,62.06,4.17,78.88
426,16,2018,5.41,6.02,0.34,83.39,0.16,-0.0,0.22,0.76,48.55,4.26,59.71
427,8,2015,5.6,4.38,0.0,59.75,0.69,0.16,0.67,0.34,75.67,5.9,46.4
428,6,2006,7.88,7.63,0.31,65.54,0.59,0.44,0.19,0.99,89.68,6.91,88.89
429,19,2022,7.83,7.56,0.28,81.45,0.75,-0.17,0.66,0.86,73.68,5.37,41.52
430,4,2011,4.08,5.73,0.39,73.71,0.15,0.37,0.49,0.9,49.91,3.39,67.38
431,19,2016,7.06,6.82,0.13,71.63,0.94,-0.15,0.39,0.06,79.67,7.1,78.49
432,16,2006,3.99,4.5,0.51,74.69,0.62,-0.11,0.3,0.18,41.81,7.64,74.72
433,16,2024,4.07,6.08,0.69,79.01,0.85,-0.12,0.95,0.17,90.28,8.67,73.32
434,7,2022,6.38,8.29,0.63,80.72,0.25,0.5,0.51,0.67,95.29,5.45,76.38
435,16,2010,5.03,7.3,0.8,72.49,0.74,-0.07,0.56,0.01,75.82,4.55,91.3
436,20,2014,7.66,4.52,0.45,81.15,0.78,0.43,0.95,0.81,92.91,8.55,55.58
437,3,2024,3.45,8.24,0.52,68.74,0.4,0.49,0.65,0.55,45.07,7.29,73.92
438,6,2019,5.56,7.4,0.81,59.71,0.38,0.07,0.96,0.57,53.7,3.38,78.79
439,19,2009,7.59,6.27,0.43,80.8,0.66,0.24,0.11,0.54,59.04,6.48,71.32
440,3,2024,7.52,7.46,0.7,68.95,0.09,0.35,0.85,0.54,86.39,3.17,93.21
441,5,2007,3.78,4.86,0.43,81.71,0.74,0.07,0.34,0.2,69.05,4.36,75.83
442,4,2009,4.83,6.75,0.42,51.41,0.04,-0.09,0.81,0.28,60.9,3.43,59.71
443,20,2012,6.1,7.09,0.76,63.91,0.19,0.1,0.86,0.49,49.48,4.23,89.19
444,19,2012,3.8,8.64,0.17,83.17,0.66,0.34,0.27,0.68,88.64,5.94,64.27
445,3,2012,7.84,4.33,0.34,58.74,0.1,0.35,0.41,0.27,41.23,4.79,67.11
446,4,2016,7.57,5.87,0.22,82.95,0.97,-0.04,0.73,0.81,60.24,3.53,70.76
447,7,2012,3.83,8.68,0.36,83.39,0.87,-0.08,0.1,0.81,54.57,5.89,52.59
448,20,2015,3.61,5.09,0.23,80.87,0.63,0.44,0.76,0.27,47.74,7.25,80.58
449,20,2018,3.43,8.07,0.58,69.73,0.82,-0.17,0.11,0.56,50.32,3.32,36.87
450,7,2012,7.55,4.01,0.8,72.64,0.89,0.31,0.91,0.35,69.63,8.29,90.82
451,6,2014,3.97,4.13,0.79,80.44,0.26,-0.17,0.28,0.19,65.56,6.92,82.82
452,7,2011,5.08,5.64,0.36,77.16,0.85,0.39,0.58,0.81,71.1,6.12,54.75
453,20,2021,5.24,7.84,0.99,72.05,0.19,0.43,0.12,0.99,83.66,5.38,45.85
454,20,2008,6.0,4.52,0.59,84.38,0.41,0.01,0.27,0.57,93.54,5.36,57.15
455,3,2017,3.36,5.91,0.4,74.0,0.56,-0.15,0.4,0.91,47.11,5.01,86.35
456,16,2008,4.13,4.66,0.84,84.14,0.71,0.14,0.49,0.64,44.96,3.69,32.21
457,4,2009,7.66,5.12,0.73,52.01,0.03,0.01,0.0,0.57,59.22,3.48,62.75
458,7,2008,7.54,6.51,0.75,54.86,0.29,0.09,0.89,0.48,72.78,4.85,47.79
459,4,2022,6.91,5.6,0.2,65.8,0.61,0.27,0.01,0.24,45.99,7.0,91.25
460,7,2010,3.1,5.06,0.47,63.47,0.36,-0.05,0.77,0.08,82.96,4.73,58.97
461,5,2006,4.64,5.97,0.86,77.4,0.78,0.05,0.47,0.44,73.37,7.87,78.85
462,20,2015,6.14,7.51,0.5,55.62,0.65,0.35,0.52,0.56,84.91,5.28,55.05
463,16,2018,4.38,4.6,0.68,84.16,0.23,0.25,0.21,0.51,61.47,6.79,53.08
464,3,2009,7.55,6.4,0.59,61.03,0.15,0.03,0.61,0.7,64.07,5.59,52.81
465,16,2010,6.17,5.37,0.84,65.01,0.63,0.27,0.54,0.19,88.45,5.99,77.47
466,16,2014,3.36,5.89,0.28,59.62,0.45,0.34,0.16,0.35,56.02,4.5,97.5
467,16,2012,7.55,8.11,0.58,70.28,0.17,0.21,0.24,0.42,62.89,6.08,44.57
468,4,2018,7.79,8.65,0.12,52.05,0.33,-0.03,0.07,0.19,40.81,3.66,75.07
469,7,2007,3.39,5.21,0.69,55.24,0.3,-0.2,0.07,0.91,73.32,5.32,48.58
470,1,2016,5.66,7.15,0.73,76.1,0.11,0.36,0.01,0.68,91.09,5.69,68.45
471,5,2020,4.52,7.38,0.04,56.53,0.55,0.38,0.22,0.09,41.67,7.22,67.91
472,19,2021,4.96,8.21,0.68,58.24,0.76,0.29,0.68,0.71,76.83,5.4,61.5
473,16,2005,3.9,8.5,0.41,77.75,0.58,-0.15,0.32,0.55,90.73,6.99,64.91
474,6,2014,5.89,6.34,0.12,53.27,0.83,0.21,0.34,0.52,69.64,4.05,91.62
475,4,2014,7.79,8.91,0.42,65.31,0.13,0.37,0.13,0.99,58.78,3.15,36.2
476,3,2006,5.52,8.85,0.19,50.81,0.44,0.07,0.58,0.62,99.8,6.04,88.12
477,19,2013,3.41,6.53,0.42,62.14,0.61,-0.06,0.34,0.9,43.89,5.84,62.36
478,1,2017,6.1,6.71,0.38,74.46,0.68,0.21,0.68,0.91,52.63,7.02,53.35
479,6,2020,4.7,7.34,0.74,53.15,0.7,0.38,0.74,0.1,93.11,4.88,42.4
480,1,2022,7.28,5.87,0.77,81.09,0.73,-0.17,0.58,0.01,57.84,3.18,87.04
481,19,2023,5.17,7.31,0.61,81.83,0.65,0.22,0.28,0.44,89.19,7.34,71.44
482,16,2016,3.96,6.57,0.02,53.67,0.09,0.25,0.51,0.77,59.99,8.65,80.99
483,6,2012,3.96,4.18,0.93,84.68,0.7,0.22,0.25,0.82,88.72,5.37,52.05
484,1,2021,6.84,8.26,0.69,60.41,0.72,0.26,0.9,0.79,81.14,6.67,57.51
485,3,2019,4.33,8.7,0.03,52.94,0.99,0.24,0.77,0.45,68.11,6.27,93.96
486,7,2014,6.84,4.13,0.82,50.18,0.69,-0.11,0.49,0.75,71.38,6.4,97.28
487,20,2019,4.03,7.95,0.2,64.3,0.69,-0.04,0.97,0.72,50.66,8.2,81.79
488,7,2019,4.61,5.93,0.58,72.04,0.51,0.23,0.55,0.31,46.95,7.42,82.46
489,19,2011,5.33,6.93,0.47,61.63,0.87,-0.19,0.33,0.17,83.02,7.62,78.61
490,4,2017,7.72,6.5,0.42,79.29,1.0,0.24,0.1,0.62,90.91,3.54,71.1
491,20,2021,7.66,6.76,0.89,75.08,0.78,0.27,0.54,0.68,83.32,3.88,71.66
492,5,2013,4.03,6.48,0.44,62.26,0.61,-0.03,0.86,0.57,94.77,6.98,97.47
493,3,2012,4.79,8.27,0.08,75.7,0.08,0.22,0.87,0.21,93.4,6.24,82.56
494,5,2024,3.75,7.42,0.95,82.92,0.73,0.17,0.6,0.28,86.69,7.65,75.87
495,6,2022,5.55,6.06,0.92,53.26,0.71,-0.02,0.39,0.71,93.89,3.56,43.23
496,20,2017,5.3,7.44,0.68,60.71,0.78,0.12,0.65,0.96,50.03,6.4,98.4
497,5,2020,7.5,8.83,0.47,66.22,0.12,0.44,0.76,0.94,83.88,5.92,66.42
498,5,2013,7.65,4.4,0.09,67.43,0.65,0.1,0.41,0.52,85.22,8.13,96.06
499,1,2016,4.92,5.94,0.79,68.98,0.3,0.24,0.48,0.89,49.24,4.12,79.95
500,7,2016,5.46,8.35,0.08,60.52,0.76,-0.18,0.68,0.03,94.57,5.09,32.81
501,1,2010,7.48,7.7,0.07,73.35,0.24,-0.15,0.88,0.86,40.53,3.9,67.73
502,20,2023,7.03,8.67,0.54,72.58,0.68,-0.14,0.79,0.48,66.08,5.71,92.49
503,20,2011,3.02,4.2,0.16,70.22,0.29,0.34,0.02,0.78,41.29,8.29,33.62
504,19,2007,4.6,8.31,0.01,53.98,0.01,0.05,0.12,0.01,71.4,7.02,90.67
505,1,2020,5.11,7.96,0.42,66.69,0.63,-0.04,0.85,0.87,64.73,7.47,72.94
506,8,2022,4.15,8.08,0.14,62.47,0.11,0.32,0.83,0.59,77.38,3.56,33.12
507,7,2020,4.0,6.99,0.16,67.19,0.66,-0.08,0.39,0.24,85.99,5.71,56.15
508,20,2011,3.19,4.26,0.08,82.27,0.93,-0.03,0.58,0.35,86.11,8.03,32.11
509,19,2008,6.22,6.7,0.21,66.82,0.97,0.1,0.91,0.2,83.33,8.02,30.12
510,1,2012,4.31,6.04,0.72,50.49,0.24,0.03,0.91,0.42,46.11,8.93,92.75
511,7,2017,3.26,6.64,0.81,65.36,0.81,0.21,0.78,0.33,65.05,6.16,82.4
512,1,2017,4.15,7.7,0.45,78.72,0.35,0.04,0.21,0.53,88.96,3.01,50.26
513,5,2021,7.01,6.98,0.51,77.3,0.9,0.08,0.73,0.81,79.26,8.39,37.96
514,19,2021,7.26,5.46,0.03,67.97,0.79,0.4,0.1,0.98,80.86,8.74,33.81
515,7,2009,5.42,7.0,0.07,58.74,0.07,0.42,0.89,0.25,53.62,8.57,94.21
516,16,2010,5.08,4.42,0.26,66.28,0.41,0.38,0.15,0.11,59.5,7.63,73.79
517,6,2023,7.89,4.03,0.54,69.73,0.34,0.41,0.66,0.4,97.35,4.27,41.24
518,6,2017,4.0,6.01,0.74,85.0,0.79,0.2,0.61,0.14,90.82,3.83,77.7
519,7,2018,4.08,7.79,0.61,72.55,0.41,0.25,0.78,0.83,49.9,7.21,99.92
520,1,2008,4.46,8.11,0.39,74.3,0.68,0.19,0.55,0.5,72.68,3.84,85.16
521,19,2011,3.86,6.75,0.12,67.2,0.6,0.35,0.06,0.62,69.43,8.72,61.26
522,6,2012,4.9,8.34,0.78,62.41,0.98,0.19,0.71,0.15,66.62,5.67,86.99
523,19,2017,7.55,4.63,0.36,78.45,0.94,-0.12,0.38,0.75,68.24,3.18,82.1
524,6,2010,6.08,8.82,0.74,67.32,0.43,0.37,0.32,0.97,78.57,3.9,36.21
525,5,2010,5.06,8.61,0.51,84.81,0.72,0.33,0.99,0.48,98.03,4.74,94.8
526,1,2007,7.67,7.0,0.74,66.0,0.83,0.37,0.59,0.96,92.52,7.22,91.89
527,5,2007,3.24,4.29,0.91,52.38,0.9,-0.07,0.71,0.03,92.51,7.42,71.34
528,6,2017,4.05,6.27,0.92,73.89,0.07,-0.01,0.53,0.04,82.2,4.28,65.57
529,16,2006,5.83,4.9,0.54,51.63,0.3,0.01,0.77,0.96,41.06,6.89,45.94
530,16,2020,6.08,7.14,0.51,58.77,0.32,0.16,0.75,0.7,66.43,3.19,88.41
531,5,2010,3.2,4.95,0.27,62.38,0.43,-0.11,0.66,0.19,70.67,3.62,60.23
532,16,2012,5.02,6.41,0.94,75.88,0.17,0.07,1.0,0.36,90.55,6.21,70.55
533,6,2012,6.25,5.03,0.46,67.3,0.5,-0.07,0.46,0.51,95.37,7.22,41.91
534,7,2010,6.49,4.91,0.13,51.0,0.66,-0.01,0.71,0.7,67.09,8.49,44.97
535,5,2018,6.19,5.24,0.43,71.59,0.5,0.29,0.8,0.84,58.03,5.63,98.96
536,4,2007,4.6,4.15,0.13,64.4,0.67,0.4,0.38,0.08,60.24,3.72,64.58
537,1,2014,3.47,7.58,0.5,82.26,0.07,-0.18,0.46,0.66,74.72,8.57,87.1
538,16,2007,5.14,5.53,0.56,67.48,0.88,0.2,0.97,0.48,56.5,5.62,88.08
